Year,Month,Day,Time,Direction
2020,12,12,17:10:49,<Direction.EXIT: 2>
2020,12,12,17:26:24,<Direction.EXIT: 2>
2020,12,12,17:26:26,<Direction.EXIT: 2>
2020,12,12,17:36:40,<Direction.EXIT: 2>
2020,12,12,17:50:10,<Direction.EXIT: 2>
2020,12,12,17:56:51,<Direction.EXIT: 2>
2020,12,12,17:57:27,<Direction.EXIT: 2>
2020,12,12,17:59:01,<Direction.EXIT: 2>
2020,12,12,18:00:46,<Direction.EXIT: 2>
2020,12,12,18:01:14,<Direction.EXIT: 2>
2020,12,12,18:01:15,<Direction.EXIT: 2>
2020,12,12,18:06:34,<Direction.EXIT: 2>
2020,12,12,18:07:08,<Direction.EXIT: 2>
2020,12,12,18:16:51,<Direction.EXIT: 2>
2020,12,12,18:17:24,<Direction.EXIT: 2>
2020,12,12,18:22:17,<Direction.EXIT: 2>
2020,12,12,18:23:24,<Direction.EXIT: 2>
2020,12,12,18:28:41,<Direction.EXIT: 2>
2020,12,12,18:30:16,<Direction.EXIT: 2>
2020,12,12,18:33:08,<Direction.EXIT: 2>
2020,12,12,18:33:16,<Direction.EXIT: 2>
2020,12,12,18:35:51,<Direction.EXIT: 2>
2020,12,12,18:35:53,<Direction.EXIT: 2>
2020,12,12,18:40:53,<Direction.EXIT: 2>
2020,12,12,18:41:34,<Direction.EXIT: 2>
2020,12,12,18:42:13,<Direction.EXIT: 2>
2020,12,12,18:42:16,<Direction.EXIT: 2>
2020,12,12,18:42:59,<Direction.EXIT: 2>
2020,12,12,18:43:31,<Direction.EXIT: 2>
2020,12,12,18:50:10,<Direction.EXIT: 2>
2020,12,12,18:59:00,<Direction.EXIT: 2>
2020,12,12,19:01:10,<Direction.EXIT: 2>
2020,12,12,19:01:11,<Direction.EXIT: 2>
2020,12,12,19:03:18,<Direction.EXIT: 2>
2020,12,12,19:03:20,<Direction.EXIT: 2>
2020,12,12,19:03:43,<Direction.EXIT: 2>
2020,12,12,19:04:47,<Direction.EXIT: 2>
2020,12,12,19:13:43,<Direction.EXIT: 2>
2020,12,12,19:18:46,<Direction.EXIT: 2>
2020,12,12,19:26:23,<Direction.EXIT: 2>
2020,12,12,19:26:26,<Direction.EXIT: 2>
2020,12,12,19:30:32,<Direction.EXIT: 2>
2020,12,12,19:30:34,<Direction.EXIT: 2>
